pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_binary,mon_only_5yr_count,mr_5yr_count,mr_5yr_binary,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,HR_NAME,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing,CCR_pulled
CA3900722,MORADA ESTATES PWS,CWS,GW,GW,290,88,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,MORADA ESTATES PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,High Risk,Low to no risk,290,At-Risk,1,$0,1,0,1,1,3,Yes
CA3900724,ELKHORN ESTATES WATER SYSTEM,CWS,GW,GW,234,71,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,ELKHORN ESTATES WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,High Risk,Low to no risk,234,Potentially At-Risk,1,$0,0,0,0,1,3,Yes
CA3900732,V & P TRAILER COURT WATER SYSTEM,CWS,GW,GW,35,15,other_water_systems,1,1,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,V & P TRAILER COURT WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Medium Risk,Low to no risk,35,Failing,1,$0,0,0,0,1,3,Yes
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,CWS,GW,GW,75,31,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,COUNTRY CLUB VISTA MUTUAL WATER CO,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Low Risk,Low to no risk,75,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA3900742,J M EAGLE (WS),NTNCWS,GW,GW,100,15,other_water_systems,1,1,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3900748,ESCALON USD- COLLEGEVILLE SCH,NTNCWS,GW,GW,100,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,ESCALON USD- COLLEGEVILLE SCH,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Medium Risk,Low to no risk,100,Potentially At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA3900751,MARTINEZ APARTMENTS,CWS,GW,GW,26,9,other_water_systems,1,18,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,MARTINEZ APARTMENTS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,No Risk,Low to no risk,26,Failing,1,$0,NA,NA,NA,0,4,Yes
CA3900755,SHADY REST TRAILER COURT,CWS,GW,GW,150,49,other_water_systems,1,4,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SHADY REST TRAILER COURT,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Low Risk,Low to no risk,150,Failing,1,"$500,000",0,0,0,4,0,Yes
CA3900756,LINDEN USD-GLENWOOD SCHOOL,NTNCWS,GW,GW,100,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,LINDEN USD-GLENWOOD SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,100,Not At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA3900757,LINDEN USD-WATERLOO ELEMENTARY,NTNCWS,GW,GW,225,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,LINDEN USD-WATERLOO ELEMENTARY,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,225,Not At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA3900762,RIVERSIDE MOBILE HOME PARK,CWS,GW,GW,55,58,other_water_systems,1,2,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,RIVERSIDE MOBILE HOME PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Medium Risk,High to medium risk,55,At-Risk,1,$0,0,0,0,4,0,Yes
CA3900796,BTQC-ESCALON,NTNCWS,GW,GW,110,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,1,3,Yes
CA3900798,FRANZIA WINERY,NTNCWS,GW,GW,250,1,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3900805,MOREHEAD PARK,CWS,GW,GW,300,115,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,MOREHEAD PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,Low to no risk,No Risk,Low to no risk,300,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA3900813,HAVEN ACRES RIVER CLUB INC,CWS,GW,GW,100,51,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,HAVEN ACRES RIVER CLUB INC,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Medium Risk,High to medium risk,100,At-Risk,1,$0,0,0,0,4,0,Yes
CA3900815,DELICATO VINEYARDS,NTNCWS,GW,GW,805,5,other_water_systems,0,0,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3900825,OWENS-BROCKWAY GLASS CONTAINER INC,NTNCWS,GW,GW,280,1,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3900831,ARBOR MOBILE HOME PARK WS,CWS,GW,GW,340,173,other_water_systems,1,1,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,ARBOR MOBILE HOME PARK WS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,No Risk,Low to no risk,340,At-Risk,1,$0,0,0,0,0,4,Yes
CA3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,CWS,GW,GW,70,25,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,WAYSIDE MOTEL APARTMENTS WTR SYS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,No Risk,High to medium risk,70,At-Risk,1,$0,0,0,0,4,0,Yes
CA3900837,LODI HOMES,CWS,GW,GW,39,12,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,LODI HOMES,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,39,Potentially At-Risk,1,$0,0,0,0,1,3,Yes
CA3900842,DOUBLE L MOBILE ESTATES,CWS,GW,GW,320,150,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,DOUBLE L MOBILE ESTATES,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Low Risk,High to medium risk,320,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA3900844,COUNTRY MANOR MHP,CWS,GW,GW,75,41,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,COUNTRY MANOR MHP,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,75,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA3900846,OAK VIEW UNION ELEMENTARY SCH,NTNCWS,GW,GW,350,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,OAK VIEW UNION ELEMENTARY SCH,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Low Risk,Low to no risk,350,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3900848,LODI USD-TURNER ACADEMY AT TOKAY COLONY,NTNCWS,GW,GW,166,2,other_water_systems,0,0,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,LODI USD-TURNER ACADEMY AT TOKAY COLONY,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,166,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3900849,LODI USD-LIVE OAK SCHOOL,NTNCWS,GW,GW,100,1,other_water_systems,0,0,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,LODI USD-LIVE OAK SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,100,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3900850,LODI USD-HOUSTON SCHOOL,NTNCWS,GW,GW,405,4,other_water_systems,0,0,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,LODI USD-HOUSTON SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,405,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3900907,BEL AIR MOBILE ESTATE,CWS,GW,GW,325,117,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,BEL AIR MOBILE ESTATE,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,325,Not At-Risk,1,$0,1,0,1,4,0,Yes
CA3900921,CARDOZA VILLA CORP,CWS,GW,GW,30,12,other_water_systems,0,0,0,0,3,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,CARDOZA VILLA CORP,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,30,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA3900927,SPRING CREEK ESTATES PWS,CWS,GW,GW,119,36,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SPRING CREEK ESTATES PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,119,Not At-Risk,1,$0,1,0,1,1,3,Yes
CA3900964,SAHARA MOBILE COURT,CWS,GW,GW,300,162,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SAHARA MOBILE COURT,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Medium Risk,High to medium risk,300,At-Risk,1,$0,0,0,0,4,0,Yes
CA3900978,SJ COUNTY-REDWOOD SCHOOL,NTNCWS,GW,GW,83,1,other_water_systems,1,14,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,SJ COUNTY-REDWOOD SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Low Risk,Low to no risk,83,At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA3900983,CHERRY LANE TRAILER PARK,CWS,GW,GW,100,43,other_water_systems,1,11,1,1,3,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,CHERRY LANE TRAILER PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Low Risk,High to medium risk,100,At-Risk,1,$0,0,0,0,4,0,Yes
CA3900991,LA TORRES PARK,CWS,GW,GW,40,14,other_water_systems,0,0,1,3,4,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,LA TORRES PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Low Risk,High to medium risk,40,At-Risk,1,$0,1,0,1,2,2,Yes
CA3900993,NEW JERUSALEM SCHOOL,NTNCWS,GW,GW,210,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NEW JERUSALEM SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,Low to no risk,Low Risk,Low to no risk,210,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3901014,BANTA ELEMENTARY SCHOOL,NTNCWS,GW,GW,200,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,BANTA ELEMENTARY SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,200,Not At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA3901031,132 INVESTMENTS WATER SYSTEM,CWS,GW,GW,252,93,other_water_systems,1,3,1,1,3,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,132 INVESTMENTS WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Low Risk,High to medium risk,252,At-Risk,1,$0,0,0,0,4,0,Yes
CA3901032,LODI USD-TURNER ACADEMY,NTNCWS,GW,GW,120,3,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,LODI USD-TURNER ACADEMY,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Low Risk,Low to no risk,120,At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA3901074,TWIN OAKS MOBILE PARK,CWS,GW,GW,238,85,other_water_systems,0,0,1,2,6,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,TWIN OAKS MOBILE PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,238,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA3901075,FAIRWAY ESTATES PWS CSA-18,CWS,GW,GW,149,45,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,FAIRWAY ESTATES PWS CSA-18,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,High Risk,Low to no risk,149,Potentially At-Risk,1,$0,0,0,0,1,3,Yes
CA3901080,ALPINE MEATS INC,NTNCWS,GW,GW,270,1,other_water_systems,1,6,0,0,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3901081,MOBILE VILLAS TRAILER PARK,CWS,GW,GW,130,36,other_water_systems,1,1,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,MOBILE VILLAS TRAILER PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Low Risk,Low to no risk,130,Not At-Risk,1,$0,1,0,1,2,2,Yes
CA3901082,ST JOSEPHS HOSPITAL,NTNCWS,GW,GW,150,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901085,LODI USD-DAVIS SCHOOL,NTNCWS,GW,GW,630,1,other_water_systems,1,1,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,LODI USD-DAVIS SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Medium Risk,Low to no risk,630,At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3901086,PACIFIC BELL UE17L WATER SYSTEM,NTNCWS,GW,GW,150,1,other_water_systems,0,0,1,1,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3901090,NORTH VALLEY SCHOOL PWS,NTNCWS,GW,GW,35,1,other_water_systems,0,0,1,1,3,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NORTH VALLEY SCHOOL PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,35,Potentially At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA3901092,SAN JOAQUIN WATER WORKS #2,CWS,GW,GW,310,94,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SAN JOAQUIN WATER WORKS #2,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Medium Risk,Low to no risk,310,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA3901107,JEFFERSON ESD-JEFFERSON SCHOOL,NTNCWS,GW,GW,60,1,other_water_systems,0,0,0,0,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,JEFFERSON ESD-JEFFERSON SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,Low to no risk,Low Risk,Low to no risk,60,Not At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA3901113,WALNUT ACRES,CWS,GW,GW,106,32,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,WALNUT ACRES,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,High Risk,Low to no risk,106,At-Risk,1,$0,0,0,0,1,3,Yes
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,CWS,GW,GW,236,76,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,KING ISLAND TRAILER PARK WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Medium Risk,High to medium risk,236,At-Risk,1,$0,0,0,0,4,0,Yes
CA3901159,WILKINSON MANOR A-ZONE PWS,CWS,GW,GWP,125,38,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GWP,GW,Purchased,San Joaquin River,WILKINSON MANOR A-ZONE PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,High Risk,Low to no risk,125,At-Risk,1,$0,0,0,0,1,3,Yes
CA3901163,MUSD-NEW HAVEN SCHOOL,NTNCWS,GW,GW,300,3,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,MUSD-NEW HAVEN SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,Low Risk,Low to no risk,300,Failing,1,$0,NA,NA,NA,4,0,Yes
CA3901167,EUSD-VAN ALLEN SCHOOL,NTNCWS,GW,GW,200,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,EUSD-VAN ALLEN SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,200,Potentially At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA3901172,PAR COUNTRY ESTATES CSA-16,CWS,GW,GW,178,54,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,PAR COUNTRY ESTATES CSA-16,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,Low to no risk,High Risk,Low to no risk,178,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA3901176,PHILLIPS FARMS,NTNCWS,GW,GW,330,2,other_water_systems,1,2,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901179,LODI WINE & BUSINESS CENTER,NTNCWS,GW,GW,61,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA3901181,NORTHWEST PIPE COMPANY,NTNCWS,GW,GW,82,3,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,2,2,Yes
CA3901194,VALIMET INC,NTNCWS,GW,GW,48,6,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901197,"OAK RIDGE WINERY, LLC",NTNCWS,GW,GW,50,8,other_water_systems,0,0,1,2,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901209,ST MARYS HIGH SCHOOL,NTNCWS,GW,GW,950,11,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,ST MARYS HIGH SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Medium Risk,Low to no risk,950,Potentially At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA3901213,SUNNY ROAD WATER SYSTEM,CWS,GW,GW,34,12,other_water_systems,1,19,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SUNNY ROAD WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,No Risk,High to medium risk,34,Failing,1,$0,0,0,0,4,0,Yes
CA3901215,SAN JUAN VISTA,CWS,GW,GW,201,72,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SAN JUAN VISTA,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,Low Risk,High to medium risk,201,At-Risk,1,$0,0,0,0,4,0,Yes
CA3901216,SANTOS RANCH PWS #5-CSA #35,CWS,GW,GW,320,97,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,SANTOS RANCH PWS #5-CSA #35,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,Low to no risk,No Risk,Low to no risk,320,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA3901217,HAYNES BOARD & CARE HOME,CWS,GW,GW,41,15,other_water_systems,1,1,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,HAYNES BOARD & CARE HOME,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,No Risk,High to medium risk,41,At-Risk,1,$0,0,0,0,4,0,Yes
CA3901245,CALIFORNIA FRUIT PROCESSORS,NTNCWS,GW,GW,150,2,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,1,3,Yes
CA3901248,FLAG CITY WATER SYSTEM,NTNCWS,GW,GW,135,41,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,1,3,Yes
CA3901258,AT&T CALIFORNIA - UER47,NTNCWS,GW,GW,30,1,other_water_systems,0,0,1,1,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3901276,HANOT FOUNDATION INC,CWS,GW,GW,38,15,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,HANOT FOUNDATION INC,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,High to medium risk,38,Potentially At-Risk,1,$0,0,0,0,1,3,Yes
CA3901278,PLUG CONNECTION LODI,NTNCWS,GW,GW,100,1,other_water_systems,0,0,1,1,2,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,2,2,Yes
CA3901282,CBUSO DBA WOODBRIDGE WINERY,NTNCWS,GW,GW,150,11,other_water_systems,1,1,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA3901285,VICTOR SERVICE CENTER,NTNCWS,GW,GW,50,1,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,1,3,Yes
CA3901290,FISHER NURSERY,NTNCWS,GW,GW,50,1,other_water_systems,0,0,1,1,1,1,SAN JOAQUIN  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA3901303,ACAMPO WATER SYSTEM,CWS,GW,GW,231,70,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,ACAMPO WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High to medium risk,High to medium risk,High Risk,Low to no risk,231,At-Risk,1,$0,0,0,0,1,3,Yes
CA3901304,ENCLAVE AT THE DELTA,CWS,GW,GW,39,15,other_water_systems,0,0,0,0,0,0,SAN JOAQUIN  ,GW,GW,Not purchased,San Joaquin River,ENCLAVE AT THE DELTA,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low to no risk,High to medium risk,No Risk,High to medium risk,39,Potentially At-Risk,1,$0,0,0,0,2,2,Yes
