PWS ID,PWS Name,Primacy Agency,PWS Type,Population Served Count,Service Connections Count,Primary Source,Primary Source Code,GW SW,GW SW Code
CA1503349,BOLTHOUSE FRESH FOODS,California,Non-Transient non-community system,"1,917",35,Ground water,GW,Groundwater,GW
CA5000588,AT&T WATER SYSTEM,California,Non-Transient non-community system,80,3,Ground water,GW,Groundwater,GW
CA1502327,KERN VALLEY AIRPORT,California,Transient non-community system,"2,507",3,Ground water,GW,Groundwater,GW
CA3600012,APPLE VALLEY VIEW MWC,California,Community water system,297,90,Ground water,GW,Groundwater,GW
CA4901383,LASSETER FAMILY WINERY,California,Transient non-community system,75,1,Ground water,GW,Groundwater,GW
CA0900631,CAMP CONCORD,California,Transient non-community system,69,10,Ground water,GW,Groundwater,GW
CA4900946,TRENTADUE WINERY,California,Transient non-community system,70,18,Ground water,GW,Groundwater,GW
CA1000526,HARRIS RANCH BEEF CO,California,Non-Transient non-community system,"1,009",2,Ground water,GW,Groundwater,GW
CA0900206,FOX SPARROW RV PARK,California,Transient non-community system,100,44,Ground water,GW,Groundwater,GW
CA4400617,SUMMIT WEST MUTUAL WATER CO.,California,Community water system,479,145,Surface water purchased,SWP,Surface water,SW
CA1503661,TRIASSIC LEGACY VINEYARDS WATER SYSTEM,California,Transient non-community system,83,3,Ground water,GW,Groundwater,GW
CA4900561,WILLOWSIDE MUTUAL WATER COMPANY,California,Community water system,448,160,Ground water,GW,Groundwater,GW
CA5410017,LONDON COMMUNITY SERV DIST,California,Community water system,"1,785",431,Ground water,GW,Groundwater,GW
CA5610035,RIO MANOR MUTUAL WATER CO,California,Community water system,983,295,Ground water,GW,Groundwater,GW
CA5601125,COMMUNITY MUTUAL WATER CO,California,Community water system,65,36,Ground water,GW,Groundwater,GW
CA1900820,LANG RANCH SHOPPING CENTER,California,Transient non-community system,28,4,Ground water,GW,Groundwater,GW
CA5000117,LAKEWOOD MEMORIAL PARK & FUNERAL HOME,California,Non-Transient non-community system,40,2,Ground water,GW,Groundwater,GW
CA0202549,BEAR VALLEY MOUNTAIN RESORT,California,Transient non-community system,"3,500",4,Ground water,GW,Groundwater,GW
CA0900592,BLACK BEAR LODGE,California,Transient non-community system,58,2,Ground water,GW,Groundwater,GW
CA3610050,"UPLAND, CITY OF",California,Community water system,"78,376",20160,Surface water,SW,Surface water,SW
CA3610086,WEST END CONSOLIDATED WATER COMPANY,California,Community water system,0,2,Ground water,GW,Groundwater,GW
CA1000201,SUN EMPIRE SCHOOL,California,Non-Transient non-community system,650,10,Ground water,GW,Groundwater,GW
CA2210851,CDF  & FP - MT. BULLION,California,Community water system,60,9,Ground water,GW,Groundwater,GW
CA5400704,THREE RIVERS ELEMENTARY SCHOOL,California,Non-Transient non-community system,180,7,Ground water,GW,Groundwater,GW
CA4410017,SOQUEL CREEK WATER DISTRICT,California,Community water system,"40,788",14493,Surface water purchased,SWP,Surface water,SW
CA2400076,HOPETON SCHOOL,California,Non-Transient non-community system,42,3,Ground water,GW,Groundwater,GW
CA2400113,SCHELBY SCHOOL,California,Non-Transient non-community system,290,9,Ground water,GW,Groundwater,GW
CA4700669,R-RANCH HEADQUARTERS,California,Transient non-community system,300,11,Ground water,GW,Groundwater,GW
CA4700839,R-RANCH KLAMATH RIVER,California,Transient non-community system,300,4,Ground water,GW,Groundwater,GW
CA3601189,8986 DEEP CREEK ROAD,California,Transient non-community system,300,1,Ground water,GW,Groundwater,GW
CA4300605,GILROY USD-RUCKER SCHOOL,California,Non-Transient non-community system,536,1,Ground water,GW,Groundwater,GW
CA2000943,PARADISE SPRINGS,California,Transient non-community system,50,5,Ground water,GW,Groundwater,GW
CA3700918,RANCHO SANTA TERESA MW CO.,California,Community water system,102,38,Ground water,GW,Groundwater,GW
CA3601168,NORTHSHORE RV RESORT INC,California,Transient non-community system,140,1,Ground water,GW,Groundwater,GW
CA3601172,FENDERS,California,Transient non-community system,25,3,Ground water,GW,Groundwater,GW
CA5510003,TUD - TUOLUMNE WATER SYSTEM,California,Community water system,"1,744",703,Surface water,SW,Surface water,SW
CA5510012,TUD - UPPER BASIN WATER SYSTEM,California,Community water system,"10,892",4030,Surface water,SW,Surface water,SW
CA5510013,TUD - COLUMBIA WATER SYSTEM,California,Community water system,"5,463",2092,Surface water,SW,Surface water,SW
CA5510021,TUD-PEACEFUL PINES WATER SYSTEM,California,Community water system,92,33,Ground water,GW,Groundwater,GW
CA2400084,EVERGREEN MOBILE HOME PARK,California,Community water system,36,11,Ground water,GW,Groundwater,GW
CA4901447,DONUM ESTATE WATER SYSTEM,California,Transient non-community system,55,2,Ground water,GW,Groundwater,GW
CA5602130,SOLANO VERDE MUTUAL WATER CO,California,Community water system,100,34,Surface water purchased,SWP,Surface water,SW
CA4000848,MT. OLIVE ORGANIC FARM,California,Transient non-community system,51,1,Ground water,GW,Groundwater,GW
CA3200175,LA PORTE PINES COUNTRY CLUB,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA1510032,"CALIFORNIA CITY, CITY OF",California,Community water system,"14,198",4757,Surface water purchased,SWP,Surface water,SW
CA1500324,WONDER ACRES WATER SYSTEM,California,Community water system,92,34,Ground water purchased,GWP,Groundwater,GW
CA1600604,WARMERDAM PACKING LLC,California,Transient non-community system,150,5,Ground water,GW,Groundwater,GW
CA3600308,GLEN HELEN TRUCK PARKING FACILITY,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA2100519,ESTERO MUTUAL,California,Community water system,206,145,Surface water,SW,Surface water,SW
CA3610001,"ADELANTO, CITY OF",California,Community water system,"39,930",8318,Ground water,GW,Groundwater,GW
CA1500458,R.S. MUTUAL WATER COMPANY,California,Community water system,67,22,Ground water,GW,Groundwater,GW
CA1000007,IDYLWILDE TRACT ASSOCIATION,California,Transient non-community system,55,24,Ground water,GW,Groundwater,GW
CA4500315,UNITED PARCEL SVC - ANDERSON,California,Non-Transient non-community system,150,1,Ground water,GW,Groundwater,GW
CA1000467,USA WASTE OF CALIFORNIA,California,Non-Transient non-community system,50,6,Ground water,GW,Groundwater,GW
CA4500217,ANDERSON TUCKER OAKS GOLF,California,Transient non-community system,150,5,Ground water,GW,Groundwater,GW
CA1502607,PIUTE MOUNTAIN SCHOOL WATER,California,Non-Transient non-community system,75,5,Ground water,GW,Groundwater,GW
CA3710042,SAN DIEGO COUNTY WATER AUTHORITY,California,Community water system,0,102,Surface water,SW,Surface water,SW
CA5601706,LAKE PIRU PARK - UWCD,California,Transient non-community system,960,18,Surface water,SW,Surface water,SW
CA1000665,"CABOT PACKING, LLC",California,Transient non-community system,60,1,Ground water,GW,Groundwater,GW
CA3600765,SNOW VALLEY MOUNTAIN RESORT,California,Transient non-community system,35,5,Ground water,GW,Groundwater,GW
CA3110009,MEADOW VISTA CWD,California,Community water system,"5,787",1539,Surface water,SW,Surface water,SW
CA2700875,PAJARO VALLEY GREENHOUSE WS,California,Non-Transient non-community system,80,1,Ground water,GW,Groundwater,GW
CA2701153,GROWERS TRANSPLANTING WS,California,Non-Transient non-community system,58,1,Ground water,GW,Groundwater,GW
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",California,Community water system,"11,795",3035,Surface water purchased,SWP,Surface water,SW
CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,California,Community water system,"98,872",27491,Surface water,SW,Surface water,SW
CA4300608,GAVILAN JOINT COMMUNITY COLLEGE DISTRICT,California,Non-Transient non-community system,989,38,Ground water,GW,Groundwater,GW
CA5402019,BRENDA EXPREES,California,Transient non-community system,45,2,Ground water,GW,Groundwater,GW
CA1000265,MARY LOU MOBILE HOME PARK,California,Community water system,63,34,Ground water,GW,Groundwater,GW
CA4310009,CITY OF PALO ALTO,California,Community water system,"67,901",19975,Surface water purchased,SWP,Surface water,SW
CA2701570,LOS CARNEROS MWA,California,Community water system,105,25,Ground water,GW,Groundwater,GW
CA5400894,CAMP SAN JOAQUIN,California,Transient non-community system,65,1,Ground water,GW,Groundwater,GW
CA0105002,RIVERS END MARINA,California,Transient non-community system,32,19,Ground water,GW,Groundwater,GW
CA4700872,MONTE SHASTA M.W.C.,California,Community water system,150,46,Ground water,GW,Groundwater,GW
CA4000694,HARMONY WATER WORKS,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA3700906,CAMP STEVENS,California,Community water system,78,24,Ground water,GW,Groundwater,GW
CA5410026,POPLAR COMM SERVICE DIST,California,Community water system,"2,200",597,Ground water,GW,Groundwater,GW
CA4900660,YULUPA MUTUAL WATER COMPANY,California,Community water system,200,59,Ground water,GW,Groundwater,GW
CA3302020,GRACE KOREAN CHURCH,California,Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA4800531,VACA VILLA APARTMENTS,California,Community water system,60,40,Ground water,GW,Groundwater,GW
CA1000529,NEW HOPE COMMUNITY CHURCH,California,Transient non-community system,204,4,Ground water,GW,Groundwater,GW
CA4900736,CLEAR CREEK WATER COMPANY,California,Community water system,40,19,Ground water,GW,Groundwater,GW
CA1800529,SUSAN HILLS ESTATES WC,California,Community water system,316,98,Ground water,GW,Groundwater,GW
CA4000846,BOOKER WINERY,California,Non-Transient non-community system,56,1,Ground water,GW,Groundwater,GW
CA5403135,HARTLAND WATER COMPANY,California,Transient non-community system,50,32,Ground water,GW,Groundwater,GW
CA1600270,KINGSTON-LATON PARK,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA1600265,HICKEY PARK,California,Transient non-community system,104,3,Ground water,GW,Groundwater,GW
CA1600029,BURRIS PARK,California,Transient non-community system,126,2,Ground water,GW,Groundwater,GW
CA1500252,KERN VALLEY MUTUAL WATER COMPANY,California,Community water system,132,47,Ground water,GW,Groundwater,GW
CA4901464,DUTCHER CROSSING WINERY,California,Transient non-community system,40,1,Ground water,GW,Groundwater,GW
CA3600086,DAGGETT COMM SVCS DIST,California,Community water system,795,196,Ground water,GW,Groundwater,GW
CA4400800,BIG CREEK LUMBER COMPANY,California,Non-Transient non-community system,70,13,Ground water,GW,Groundwater,GW
CA4901335,WILLIAMS SELYEM WINERY,California,Non-Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA3701005,SPENCER VALLEY SCHOOL DISTRICT,California,Non-Transient non-community system,40,8,Ground water,GW,Groundwater,GW
CA1000416,EASTON PRESBYTERIAN CHURCH,California,Transient non-community system,304,6,Ground water,GW,Groundwater,GW
CA4901368,GRATON COMMERCE CENTER,California,Non-Transient non-community system,70,1,Ground water,GW,Groundwater,GW
CA3701567,SAN DIEGO MOUNTAIN LODGE,California,Transient non-community system,"26,649",21,Ground water,GW,Groundwater,GW
CA2701232,OLD NATIVIDAD RD WS #01,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA5000411,MCHENRY BUSINESS PARK,California,Non-Transient non-community system,27,15,Ground water,GW,Groundwater,GW
CA5000261,EMPIRE SPORTSMEN'S/CASINO ROYALE,California,Transient non-community system,26,1,Ground water,GW,Groundwater,GW
CA1610006,STRATFORD PUD,California,Community water system,"1,277",364,Ground water,GW,Groundwater,GW
CA1503543,SUMMIT INDUSTRIAL PARK WATER SYSTEM,California,Non-Transient non-community system,25,6,Ground water,GW,Groundwater,GW
CA4500247,WEST COTTONWOOD APARTMENTS,California,Community water system,90,17,Ground water,GW,Groundwater,GW
CA1502034,CALIFORNIA PORTLAND CEMENT,California,Non-Transient non-community system,200,14,Ground water,GW,Groundwater,GW
CA3310004,BOX SPRINGS MUTUAL WC,California,Community water system,"3,542",640,Surface water purchased,SWP,Surface water,SW
CA2100577,SHORELINE SCHOOL DIST: BUS GARAGE,California,Transient non-community system,26,5,Ground water,GW,Groundwater,GW
CA1010051,FCWWD #18/FRIANT,California,Community water system,772,251,Surface water,SW,Surface water,SW
CA1010062,FCWWD #18/MIRA BELLA,California,Community water system,274,51,Ground water,GW,Groundwater,GW
CA1502595,NATIONAL CEMENT CO.-LEBEC PLANT,California,Non-Transient non-community system,120,1,Ground water,GW,Groundwater,GW
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,California,Community water system,"1,374",620,Surface water,SW,Surface water,SW
CA1410511,NPS - MANZANAR,California,Transient non-community system,298,5,Ground water purchased,GWP,Groundwater,GW
CA1600017,ISLAND UNION SCHOOL,California,Non-Transient non-community system,416,17,Ground water,GW,Groundwater,GW
CA1500481,RIVERNOOK CAMPGROUND,California,Community water system,877,287,Ground water,GW,Groundwater,GW
CA2701298,SADDLE MOUNTAIN WS,California,Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,California,Community water system,36,36,Ground water,GW,Groundwater,GW
CA2400162,HUGHSON NUT INC. - LIVINGSTON,California,Non-Transient non-community system,146,8,Ground water,GW,Groundwater,GW
CA4000856,ADELAIDA VINEYARDS & WINERY,California,Non-Transient non-community system,77,1,Ground water,GW,Groundwater,GW
CA3601193,TERRIBLES #412,California,Transient non-community system,37,1,Ground water,GW,Groundwater,GW
CA4210019,MISSION HILLS CSD,California,Community water system,"3,600",1313,Ground water,GW,Groundwater,GW
CA3610051,VALLEY OF ENCHANTMENT MWC,California,Community water system,"1,992",823,Surface water purchased,SWP,Surface water,SW
CA3701837,WYNOLA WATER DISTRICT,California,Community water system,120,74,Ground water,GW,Groundwater,GW
CA1500556,HART FLAT BEAR MUTUAL WATER,California,Community water system,56,28,Ground water,GW,Groundwater,GW
CA2702405,VALLEY CREEK MHP WS,California,Community water system,129,36,Ground water,GW,Groundwater,GW
CA3600025,BAR-LEN MWC,California,Community water system,124,42,Ground water,GW,Groundwater,GW
CA1009111,SCE/BIG CREEK POWERHOUSE #1,California,Community water system,126,105,Surface water,SW,Surface water,SW
CA1410801,SCE BISHOP CREEK PLANT 5,California,Non-Transient non-community system,43,6,Ground water,GW,Groundwater,GW
CA1000282,SCE/CAMP EDISON-SHAVER,California,Transient non-community system,200,140,Ground water,GW,Groundwater,GW
CA1400078,SCE BISHOP CREEK PLANT 4,California,Community water system,35,17,Ground water,GW,Groundwater,GW
CA4300989,"GARLIC COUNTRY GOLF, INC.",California,Transient non-community system,27,2,Ground water,GW,Groundwater,GW
CA0300077,L'AZIENDA D'AGOSTINI,California,Transient non-community system,42,1,Ground water,GW,Groundwater,GW
CA4210304,EL CAPITAN BEACH STATE PARK,California,Transient non-community system,915,13,Ground water,GW,Groundwater,GW
CA4210305,LAS CRUCES STATE PARK,California,Transient non-community system,306,8,Groundwater under influence of surface water,GU,Surface water,SW
CA4210303,REFUGIO STATE BEACH,California,Transient non-community system,855,10,Ground water,GW,Groundwater,GW
CA1510045,GOLDEN HILLS CSD,California,Community water system,"9,857",2987,Ground water,GW,Groundwater,GW
CA3900559,WINE COUNTRY APARTMENTS,California,Community water system,40,16,Ground water,GW,Groundwater,GW
CA3701568,REY RIVER RANCH CORP.,California,Transient non-community system,12,40,Ground water,GW,Groundwater,GW
CA2700674,PARADISE LAKE MUTUAL WATER CO.,California,Community water system,180,76,Ground water,GW,Groundwater,GW
CA0910013,GEORGETOWN DIVIDE PUD,California,Community water system,"9,434",3729,Surface water,SW,Surface water,SW
CA5400724,PANORAMA PARK FIRE PRO CO,California,Transient non-community system,84,58,Ground water,GW,Groundwater,GW
CA5000596,GROWERS DIRECT NUT COMPANY,California,Non-Transient non-community system,25,5,Ground water,GW,Groundwater,GW
CA3200111,FEATHER RIVER COMMUNITY COLLEGE,California,Non-Transient non-community system,600,300,Ground water,GW,Groundwater,GW
CA3301732,TEQUILA MARKET,California,Transient non-community system,150,2,Ground water,GW,Groundwater,GW
CA5000427,"REWORLD STANISLAUS, INC",California,Non-Transient non-community system,25,6,Ground water,GW,Groundwater,GW
CA1000158,GOLD ARROW CAMP,California,Transient non-community system,400,8,Ground water,GW,Groundwater,GW
CA1400111,MEADOWCREEK MUTUAL WATER COMPANY,California,Community water system,764,284,Ground water,GW,Groundwater,GW
CA0500095,VINE & BRANCH FELLOWSHIP,California,Non-Transient non-community system,85,3,Ground water,GW,Groundwater,GW
CA1907016,SHEPHERD OF THE HILLS,California,Transient non-community system,80,1,Ground water,GW,Groundwater,GW
CA1502194,SIERRA VISTA RESTAURANT,California,Transient non-community system,50,3,Ground water,GW,Groundwater,GW
CA0900123,LOTUS STORE WATER SYSTEM,California,Transient non-community system,50,4,Ground water,GW,Groundwater,GW
CA0707570,BRIDGEHEAD CAFE,California,Transient non-community system,75,2,Ground water,GW,Groundwater,GW
CA4010005,OCEANO COMM SERVICES DIST.,California,Community water system,"7,601",2207,Surface water purchased,SWP,Surface water,SW
CA4901452,SONOMA BOTANICAL GARDEN,California,Transient non-community system,36,4,Ground water,GW,Groundwater,GW
CA1503656,BAKERSFIELD NATIONAL CEMETERY WS,California,Transient non-community system,69,1,Ground water,GW,Groundwater,GW
CA5700788,NORTH DAVIS MEADOWS,California,Community water system,314,96,Ground water,GW,Groundwater,GW
CA5710011,WILD WINGS GOLF COMMUNITY,California,Community water system,"1,115",353,Ground water,GW,Groundwater,GW
CA1900552,ANGELES CREST CHRISTIAN CAMP,California,Transient non-community system,112,7,Ground water,GW,Groundwater,GW
CA4901018,GUNDLACH BUNDSCHU WINERY,California,Non-Transient non-community system,150,4,Ground water,GW,Groundwater,GW
CA2701257,CAL AM WATER COMPANY - GARRAPATA,California,Community water system,30,43,Groundwater under influence of surface water,GU,Surface water,SW
CA2702004,CAL AM WATER COMPANY - RALPH LANE,California,Community water system,96,27,Ground water,GW,Groundwater,GW
CA4900817,LA HACIENDA DEL TORO,California,Transient non-community system,58,1,Ground water,GW,Groundwater,GW
CA3600260,SMILEY PARK COUNTRY CLUB,California,Community water system,370,103,Ground water,GW,Groundwater,GW
CA5000099,DEL RIO EAST HOA WATER SYSTEM,California,Community water system,110,55,Ground water,GW,Groundwater,GW
CA1000014,UPPER DEER CREEK TRACT,California,Transient non-community system,70,19,Ground water,GW,Groundwater,GW
CA2900571,ENGLEBRIGHT DAM RECREATION CENTER,California,Transient non-community system,50,3,Ground water,GW,Groundwater,GW
CA2901551,JOE MILLER RECREATIONAL AREA,California,Transient non-community system,100,1,Ground water,GW,Groundwater,GW
CA2900585,MARTIS CREEK-US ARMY CORPS OF ENGINEERS,California,Transient non-community system,322,3,Ground water,GW,Groundwater,GW
CA1400135,WILSON CIRCLE MUTUAL WATER COMPANY,California,Community water system,107,48,Ground water,GW,Groundwater,GW
CA3400181,LAGUNA DEL SOL INC,California,Community water system,445,112,Ground water,GW,Groundwater,GW
CA2702681,HARTNELL RD WS #1,California,Non-Transient non-community system,69,1,Ground water,GW,Groundwater,GW
CA4901232,LA CREMA WINERY,California,Non-Transient non-community system,75,2,Ground water,GW,Groundwater,GW
CA3600536,CAMP LA VERNE,California,Transient non-community system,28,1,Ground water,GW,Groundwater,GW
CA3610019,SAN BERNARDINO VALLEY WD,California,Community water system,"109,608",1,Ground water,GW,Groundwater,GW
CA4300550,VISTA GRANDE WATER USERS ASSOCIATION,California,Community water system,79,24,Surface water purchased,SWP,Surface water,SW
CA2801035,ROUND HILL WINERY,California,Non-Transient non-community system,100,1,Ground water,GW,Groundwater,GW
CA2800562,TPWC DBA THE PRISONER WINE COMPANY,California,Non-Transient non-community system,200,1,Ground water,GW,Groundwater,GW
CA4300545,SARATOGA HEIGHTS MUTUAL WATER COMPANY,California,Community water system,258,92,Surface water purchased,SWP,Surface water,SW
CA3600378,SUNSHINE RESORT,California,Transient non-community system,325,77,Ground water,GW,Groundwater,GW
CA2600533,MONO INN,California,Transient non-community system,25,3,Ground water,GW,Groundwater,GW
CA5800899,NORTH YUBA RANGER STATION,California,Non-Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA1300553,MAGNOLIA UNION SCHOOL,California,Non-Transient non-community system,142,1,Surface water,SW,Surface water,SW
CA2110009,SLIDE RANCH,California,Transient non-community system,42,14,Groundwater under influence of surface water,GU,Surface water,SW
CA3902184,"DLJ PROPERTIES, LLC",California,Non-Transient non-community system,40,1,Ground water,GW,Groundwater,GW
CA3400428,TRAP THE (SWS),California,Transient non-community system,65,1,Ground water,GW,Groundwater,GW
CA3301797,ANZA COMMUNITY HALL,California,Transient non-community system,"92,019",2,Ground water,GW,Groundwater,GW
CA3400101,HOOD WATER MAINTENCE DIST [SWS],California,Community water system,271,82,Ground water,GW,Groundwater,GW
CA3400156,SOUTHWEST TRACT W M D [SWS],California,Community water system,103,33,Ground water purchased,GWP,Groundwater,GW
CA3400229,RIO COSUMNES CORRECTIONAL CENTER [SWS],California,Community water system,"2,800",13,Ground water,GW,Groundwater,GW
CA3410029,SCWA - LAGUNA/VINEYARD,California,Community water system,"179,933",49527,Surface water,SW,Surface water,SW
CA3410704,SCWA MATHER-SUNRISE,California,Community water system,"28,235",8556,Surface water purchased,SWP,Surface water,SW
CA3400173,NORTHGATE 880 [SWS],California,Non-Transient non-community system,"2,926",278,Ground water,GW,Groundwater,GW
CA1100749,RIVER VALLEY CHRISTIAN SCHOOL,California,Non-Transient non-community system,80,2,Ground water,GW,Groundwater,GW
CA2100582,NICASIO SCHOOL,California,Non-Transient non-community system,40,5,Groundwater under influence of surface water,GU,Surface water,SW
CA5800897,JANDE COUNTRY MARKET,California,Transient non-community system,40,2,Ground water,GW,Groundwater,GW
CA1910137,THE BOEING COMPANY - HDAIT,California,Non-Transient non-community system,60,9,Ground water,GW,Groundwater,GW
CA2400122,LONGVIEW MENNONITE SCHOOL,California,Non-Transient non-community system,120,1,Ground water,GW,Groundwater,GW
CA5000258,4937 BECKWITH WATER SYSTEM,California,Transient non-community system,26,1,Ground water,GW,Groundwater,GW
CA2600511,WILLOW SPRINGS RESORT,California,Transient non-community system,9,31,Ground water,GW,Groundwater,GW
CA2000840,KIDZ CAN 2,California,Non-Transient non-community system,48,1,Ground water,GW,Groundwater,GW
CA1900843,CALIFORNIAN MOBILE HOME PARK,California,Community water system,372,133,Ground water,GW,Groundwater,GW
CA2701935,MOUNT TORO RANCHOS MWA,California,Community water system,45,15,Ground water,GW,Groundwater,GW
CA4900911,SAINT ANNE'S CROSSING WINERY,California,Transient non-community system,55,3,Ground water,GW,Groundwater,GW
CA1503350,TEHACHAPI VALLEY UNITED METHODIST CHURCH,California,Transient non-community system,30,2,Ground water,GW,Groundwater,GW
CA2300775,GREEN ACRES TRAILER PARK,California,Transient non-community system,256,85,Ground water,GW,Groundwater,GW
CA2210943,MARIPOSA INDUSTRIAL PARK WATER COMPANY,California,Transient non-community system,60,9,Ground water,GW,Groundwater,GW
CA3600205,REDLANDS COLONY PIPELINE ASSOCIATION,California,Transient non-community system,21,21,Ground water,GW,Groundwater,GW
CA1900961,WINTERHAVEN MOBILE ESTATES,California,Community water system,56,20,Ground water,GW,Groundwater,GW
CA5000019,RIVERDALE PARK TRACT CSD,California,Community water system,610,180,Ground water,GW,Groundwater,GW
CA4500342,BURNEY MOUNTAIN GUEST RANCH,California,Transient non-community system,32,6,Ground water,GW,Groundwater,GW
CA2300811,ALBION RIVER INN,California,Transient non-community system,48,1,Ground water,GW,Groundwater,GW
CA1500465,OAK KNOLLS MUTUAL WATER COMPANY,California,Community water system,123,47,Ground water,GW,Groundwater,GW
CA3600510,AMERICAN LEGION POST 751,California,Transient non-community system,29,1,Ground water,GW,Groundwater,GW
CA1503646,CHRISTIAN LIFE ASSEMBLY WATER SYSTEM,California,Transient non-community system,406,3,Ground water,GW,Groundwater,GW
CA3601006,JOSHUA TREE LAKE RV/CAMP,California,Transient non-community system,106,57,Ground water,GW,Groundwater,GW
CA2700837,BLACKIE RD WS #05,California,Community water system,78,16,Ground water,GW,Groundwater,GW
CA3700924,LAKE MORENA VIEWS MWC,California,Community water system,360,130,Ground water,GW,Groundwater,GW
CA1510040,KERN COUNTY WATER AGENCY,California,Community water system,0,4,Surface water,SW,Surface water,SW
CA5000020,RIVER ROAD MUTUAL WATER COMPANY,California,Community water system,26,8,Ground water,GW,Groundwater,GW
CA1502697,AIRSTREAMS RENEWABLES,California,Non-Transient non-community system,495,2,Ground water,GW,Groundwater,GW
CA4000203,IRISH HILLS MUTUAL WATER CO,California,Community water system,135,58,Ground water,GW,Groundwater,GW
CA4901008,HESSEL CHURCH,California,Transient non-community system,116,5,Ground water,GW,Groundwater,GW
CA5000593,RBVON,California,Non-Transient non-community system,50,2,Ground water,GW,Groundwater,GW
CA4500356,THE INN AT SHASTA LAKE,California,Transient non-community system,25,5,Ground water,GW,Groundwater,GW
CA2701423,ECHO VALLEY RD WS #05,California,Community water system,45,16,Ground water,GW,Groundwater,GW
CA2701550,GOLDEN STATE VINTNERS WS,California,Non-Transient non-community system,70,1,Ground water,GW,Groundwater,GW
CA3301063,BUCKHORN CAMP,California,Transient non-community system,61,15,Ground water,GW,Groundwater,GW
CA4710004,"ETNA, CITY OF",California,Community water system,720,413,Surface water,SW,Surface water,SW
CA1000080,LOWER LINE CREEK IMPRVMNT ASSN,California,Transient non-community system,178,54,Ground water,GW,Groundwater,GW
CA4710009,"WEED, CITY OF",California,Community water system,"2,662",1051,Ground water,GW,Groundwater,GW
CA4900878,SANTA ROSA GOLF & COUNTRY CLUB,California,Non-Transient non-community system,250,1,Ground water,GW,Groundwater,GW
CA4901206,OVERSHINE WINE COMPANY,California,Transient non-community system,40,4,Ground water,GW,Groundwater,GW
CA5200588,JUANITA COURT MUTUAL WATER,California,Community water system,27,14,Ground water,GW,Groundwater,GW
CA1000447,E&J GALLO WINERY,California,Non-Transient non-community system,232,1,Ground water,GW,Groundwater,GW
CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",California,Community water system,"12,620",3665,Surface water purchased,SWP,Surface water,SW
CA1910025,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",California,Community water system,870,368,Surface water purchased,SWP,Surface water,SW
CA1910027,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",California,Community water system,619,243,Ground water,GW,Groundwater,GW
CA1910070,LOS ANGELES CWWD 40 REG 4 & 34 LANCASTER,California,Community water system,"204,673",52476,Surface water purchased,SWP,Surface water,SW
CA1910075,LOS ANGELES CWWD 21-KAGEL CANYON,California,Community water system,579,263,Surface water purchased,SWP,Surface water,SW
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",California,Community water system,"11,243",2977,Surface water purchased,SWP,Surface water,SW
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,California,Community water system,"32,792",8065,Surface water purchased,SWP,Surface water,SW
CA1910248,LOS ANGELES CWWD 37-ACTON,California,Community water system,"4,929",1456,Surface water purchased,SWP,Surface water,SW
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,California,Community water system,"6,250",1570,Surface water purchased,SWP,Surface water,SW
CA1000524,AUBERRY SEVENTH DAY ADVENTIST CHURCH,California,Transient non-community system,75,2,Ground water,GW,Groundwater,GW
CA3601095,LUCERNE VALLEY HIGH SCHOOL,California,Non-Transient non-community system,552,11,Ground water,GW,Groundwater,GW
CA1200778,BRIDGEVILLE ELEM. SCHOOL,California,Non-Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA1900974,USFS-APPLETREE FLATS V-3,California,Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA1900512,USFS-JACKSON FLATS V-2-1,California,Transient non-community system,100,1,Ground water,GW,Groundwater,GW
CA1900583,USFS-JACKSON LAKE V-4,California,Transient non-community system,805,11,Ground water,GW,Groundwater,GW
CA1900752,TEXAS CANYON RANGER STATION,California,Non-Transient non-community system,30,2,Ground water,GW,Groundwater,GW
CA1900791,USFS-SYCAMORE FLATS V-5,California,Transient non-community system,250,1,Ground water,GW,Groundwater,GW
CA1909627,USFS-VALYERMO RANGER STATION,California,Non-Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA1900078,USFS-BIG PINES V-2,California,Transient non-community system,54,14,Ground water,GW,Groundwater,GW
